age,job,salary,marital,education,targeted,balance,housing,contact,default
51,blue-collar,20000,married,primary,yes,1127,yes,unknown,no
41,technician,60000,married,secondary,yes,871,yes,unknown,no
41,technician,60000,married,secondary,yes,767,yes,unknown,no
43,blue-collar,20000,married,secondary,yes,0,no,unknown,no
30,services,70000,single,secondary,yes,209,yes,email,no
54,management,100000,divorced,primary,yes,0,no,unknown,no
43,blue-collar,20000,divorced,secondary,yes,110,yes,unknown,no
59,management,100000,divorced,tertiary,no,-76,yes,unknown,no
47,technician,60000,married,unknown,no,178,yes,unknown,no
40,blue-collar,20000,married,primary,yes,-66,yes,unknown,no
32,technician,60000,married,secondary,yes,0,yes,unknown,no
29,blue-collar,20000,married,secondary,yes,1,yes,unknown,no
36,blue-collar,20000,married,secondary,yes,0,yes,unknown,no
55,unemployed,8000,married,tertiary,yes,5345,no,unknown,no
30,blue-collar,20000,divorced,secondary,yes,-209,yes,unknown,no
39,admin.,50000,single,secondary,yes,0,yes,unknown,no
39,blue-collar,20000,divorced,secondary,yes,42,yes,unknown,no
50,blue-collar,20000,divorced,secondary,yes,41,yes,unknown,no
44,blue-collar,20000,married,secondary,yes,-99,yes,unknown,no
37,technician,60000,single,secondary,yes,17,yes,unknown,no
46,admin.,50000,married,primary,yes,276,yes,unknown,no
32,technician,60000,single,unknown,no,-170,no,unknown,no
37,management,100000,single,tertiary,no,230,yes,unknown,no
29,blue-collar,20000,married,secondary,yes,9,yes,unknown,no
41,blue-collar,20000,married,secondary,yes,946,yes,unknown,no
45,blue-collar,20000,married,primary,yes,1297,yes,unknown,no
57,retired,55000,divorced,secondary,yes,-331,yes,unknown,no
48,blue-collar,20000,single,secondary,yes,44,yes,unknown,no
60,retired,55000,married,secondary,yes,15,no,unknown,yes
26,admin.,50000,single,secondary,yes,712,yes,unknown,no
58,retired,55000,married,secondary,yes,5435,yes,unknown,no
34,admin.,50000,married,secondary,yes,507,yes,unknown,no
55,unemployed,8000,divorced,secondary,yes,387,yes,unknown,no
41,blue-collar,20000,married,primary,yes,0,yes,unknown,no
50,management,100000,divorced,secondary,yes,1716,yes,email,no
49,entrepreneur,120000,married,secondary,yes,167,yes,email,no
44,admin.,50000,married,unknown,no,40,no,email,no
44,blue-collar,20000,married,primary,yes,148,yes,email,no
31,technician,60000,married,secondary,yes,17,yes,email,no
34,blue-collar,20000,single,tertiary,no,1011,yes,email,no
46,management,100000,single,unknown,no,1527,yes,email,no
42,management,100000,married,tertiary,yes,744,no,email,no
52,admin.,50000,married,secondary,yes,484,yes,email,no
29,management,100000,single,tertiary,no,0,yes,email,no
53,retired,55000,married,primary,yes,136,yes,email,no
43,blue-collar,20000,married,secondary,yes,1335,yes,email,no
38,management,100000,married,secondary,yes,517,yes,email,no
46,management,100000,married,tertiary,yes,459,yes,email,no
48,management,100000,divorced,unknown,no,549,yes,email,no
30,admin.,50000,divorced,secondary,yes,83,yes,email,no
44,blue-collar,20000,married,primary,yes,213,no,email,no
31,housemaid,16000,married,primary,yes,203,yes,email,no
42,services,70000,single,secondary,yes,518,yes,email,no
40,management,100000,single,tertiary,no,3877,yes,unknown,no
52,admin.,50000,married,secondary,yes,1236,yes,unknown,no
45,blue-collar,20000,divorced,secondary,yes,756,yes,unknown,no
48,blue-collar,20000,married,secondary,yes,157,yes,unknown,no
45,blue-collar,20000,married,primary,yes,-66,yes,unknown,no
34,blue-collar,20000,married,unknown,no,245,yes,unknown,no
34,blue-collar,20000,married,primary,yes,-144,yes,unknown,no
46,blue-collar,20000,married,secondary,yes,71,yes,unknown,no
49,services,70000,divorced,secondary,yes,505,yes,unknown,no
50,technician,60000,married,primary,yes,249,yes,unknown,no
34,admin.,50000,single,secondary,yes,0,yes,unknown,no
40,unemployed,8000,single,secondary,yes,11,yes,unknown,no
36,admin.,50000,married,secondary,yes,639,yes,unknown,no
59,blue-collar,20000,divorced,unknown,no,124,yes,unknown,no
45,blue-collar,20000,married,secondary,yes,82,yes,unknown,no
36,self-employed,60000,married,tertiary,yes,107,yes,unknown,no
56,services,70000,married,secondary,yes,473,yes,unknown,no
42,services,70000,divorced,secondary,yes,372,yes,unknown,no
30,admin.,50000,married,secondary,yes,46,yes,unknown,no
30,student,4000,single,tertiary,no,34,yes,unknown,no
47,self-employed,60000,married,unknown,no,935,yes,unknown,no
33,blue-collar,20000,married,secondary,yes,-10,yes,unknown,no
36,admin.,50000,married,secondary,yes,-106,yes,unknown,no
39,services,70000,divorced,primary,yes,471,yes,unknown,no
56,admin.,50000,divorced,secondary,yes,778,yes,unknown,no
39,blue-collar,20000,divorced,unknown,no,170,yes,unknown,no
42,technician,60000,married,secondary,yes,315,yes,unknown,no
52,blue-collar,20000,married,secondary,yes,3165,no,unknown,no
36,admin.,50000,divorced,secondary,yes,131,yes,unknown,no
35,entrepreneur,120000,married,secondary,yes,204,yes,unknown,yes
47,technician,60000,married,secondary,yes,83,yes,unknown,no
59,services,70000,divorced,secondary,yes,0,yes,unknown,no
57,blue-collar,20000,married,primary,yes,5431,yes,unknown,no
38,management,100000,married,unknown,no,1759,yes,unknown,no
46,unemployed,8000,married,secondary,yes,-125,yes,unknown,no
34,blue-collar,20000,married,secondary,yes,0,no,unknown,no
28,services,70000,single,secondary,yes,5090,yes,unknown,no
38,technician,60000,married,unknown,no,573,yes,unknown,no
56,blue-collar,20000,married,secondary,yes,1602,yes,unknown,no
41,blue-collar,20000,single,primary,yes,-137,yes,unknown,yes
52,technician,60000,married,unknown,no,0,no,unknown,no
54,services,70000,married,secondary,yes,193,no,unknown,no
61,retired,55000,married,secondary,yes,195,yes,unknown,no
53,entrepreneur,120000,married,secondary,yes,288,no,unknown,no
47,technician,60000,married,secondary,yes,19,yes,unknown,no
53,blue-collar,20000,married,primary,yes,25,yes,unknown,no
46,services,70000,married,secondary,yes,216,yes,unknown,no
39,blue-collar,20000,divorced,primary,yes,190,yes,unknown,no
56,technician,60000,divorced,secondary,yes,99,yes,unknown,no
55,services,70000,divorced,primary,yes,2298,yes,unknown,no
44,management,100000,married,tertiary,yes,17,yes,unknown,no
37,technician,60000,married,primary,yes,0,yes,unknown,no
35,blue-collar,20000,married,primary,yes,0,yes,unknown,no
55,blue-collar,20000,married,secondary,yes,840,yes,unknown,no
37,services,70000,married,secondary,yes,358,yes,unknown,no
30,technician,60000,single,secondary,yes,0,yes,unknown,no
37,blue-collar,20000,married,primary,yes,-325,yes,unknown,no
36,technician,60000,single,secondary,yes,-15,yes,unknown,no
38,technician,60000,married,secondary,yes,581,yes,unknown,no
41,admin.,50000,divorced,primary,yes,4070,yes,unknown,no
48,retired,55000,married,secondary,yes,74,no,unknown,no
55,services,70000,divorced,secondary,yes,141,yes,unknown,no
28,services,70000,divorced,secondary,yes,89,no,unknown,no
54,services,70000,married,secondary,yes,0,yes,unknown,yes
30,blue-collar,20000,married,secondary,yes,450,no,unknown,no
48,technician,60000,married,tertiary,yes,310,no,unknown,no
31,self-employed,60000,married,secondary,yes,0,yes,unknown,no
38,blue-collar,20000,married,secondary,yes,384,yes,unknown,no
37,blue-collar,20000,married,secondary,yes,395,yes,unknown,no
37,services,70000,single,unknown,no,-118,yes,unknown,no
56,blue-collar,20000,married,primary,yes,5,yes,unknown,no
51,blue-collar,20000,married,secondary,yes,50,yes,unknown,no
39,blue-collar,20000,married,secondary,yes,285,yes,unknown,no
49,technician,60000,married,unknown,no,15,no,unknown,no
51,blue-collar,20000,married,primary,yes,653,yes,unknown,no
43,self-employed,60000,married,secondary,yes,918,yes,unknown,no
32,services,70000,married,secondary,yes,243,yes,unknown,no
29,technician,60000,single,tertiary,no,405,yes,unknown,no
48,management,100000,divorced,tertiary,no,1328,yes,unknown,no
55,services,70000,married,primary,yes,255,yes,unknown,no
53,blue-collar,20000,married,secondary,yes,3397,yes,unknown,no
47,technician,60000,married,unknown,no,2106,yes,unknown,no
39,management,100000,married,tertiary,yes,2877,yes,unknown,no
31,blue-collar,20000,single,tertiary,no,60,yes,unknown,no
39,blue-collar,20000,married,primary,yes,2226,yes,unknown,no
40,blue-collar,20000,married,primary,yes,2880,yes,unknown,no
40,technician,60000,single,unknown,no,-5,yes,unknown,no
48,technician,60000,married,secondary,yes,147,no,unknown,no
33,technician,60000,divorced,secondary,yes,7,yes,unknown,no
40,technician,60000,married,secondary,yes,109,yes,unknown,no
59,retired,55000,married,primary,yes,-119,yes,unknown,no
30,technician,60000,married,secondary,yes,484,yes,unknown,no
31,management,100000,single,tertiary,no,1852,yes,unknown,no
35,unemployed,8000,married,secondary,yes,533,yes,unknown,no
54,technician,60000,divorced,secondary,yes,21,yes,unknown,no
34,admin.,50000,single,unknown,no,2434,yes,unknown,no
32,technician,60000,married,secondary,yes,90,yes,unknown,no
56,admin.,50000,divorced,unknown,no,4246,yes,unknown,no
32,admin.,50000,single,tertiary,no,395,yes,unknown,no
42,blue-collar,20000,married,primary,yes,15,yes,unknown,no
33,services,70000,married,tertiary,yes,85,no,unknown,no
52,entrepreneur,120000,married,tertiary,yes,-184,yes,unknown,no
52,services,70000,married,secondary,yes,660,no,unknown,no
52,blue-collar,20000,divorced,primary,yes,-183,yes,unknown,yes
30,unemployed,8000,divorced,secondary,yes,1144,yes,unknown,no
44,services,70000,divorced,secondary,yes,1,yes,unknown,no
35,admin.,50000,married,secondary,yes,69,yes,unknown,no
55,management,100000,single,secondary,yes,220,yes,unknown,no
33,blue-collar,20000,married,primary,yes,332,yes,unknown,no
37,blue-collar,20000,single,secondary,yes,240,yes,unknown,no
42,technician,60000,single,secondary,yes,0,yes,unknown,no
43,unemployed,8000,married,secondary,yes,0,yes,unknown,no
38,entrepreneur,120000,married,tertiary,yes,898,yes,unknown,no
37,technician,60000,married,secondary,yes,123,yes,unknown,no
31,student,4000,single,secondary,yes,252,yes,unknown,no
41,management,100000,married,tertiary,yes,65,yes,unknown,no
41,technician,60000,married,secondary,yes,-366,yes,unknown,no
29,student,4000,single,secondary,yes,209,yes,unknown,no
38,admin.,50000,single,secondary,yes,221,yes,unknown,no
44,self-employed,60000,divorced,tertiary,no,4,yes,unknown,no
39,admin.,50000,married,secondary,yes,104,yes,unknown,no
28,technician,60000,single,secondary,yes,312,yes,unknown,no
33,blue-collar,20000,married,secondary,yes,-349,yes,unknown,no
41,services,70000,married,unknown,no,4,no,unknown,no
40,blue-collar,20000,married,primary,yes,-322,yes,unknown,no
29,admin.,50000,married,secondary,yes,-150,yes,unknown,no
38,management,100000,married,unknown,no,1349,yes,unknown,no
32,admin.,50000,married,tertiary,yes,281,yes,unknown,no
45,services,70000,married,secondary,yes,1259,yes,unknown,no
33,admin.,50000,single,secondary,yes,101,yes,unknown,no
34,blue-collar,20000,married,secondary,yes,848,yes,unknown,no
41,entrepreneur,120000,married,unknown,no,89,yes,unknown,no
41,blue-collar,20000,married,secondary,yes,140,yes,unknown,no
35,admin.,50000,single,secondary,yes,148,yes,unknown,no
40,technician,60000,single,secondary,yes,200,yes,unknown,no
60,self-employed,60000,married,primary,yes,46,yes,unknown,no
47,services,70000,divorced,secondary,yes,201,yes,unknown,no
46,blue-collar,20000,married,primary,yes,530,yes,unknown,no
31,blue-collar,20000,single,secondary,yes,0,yes,unknown,no
49,self-employed,60000,married,secondary,yes,1,yes,unknown,no
29,blue-collar,20000,married,secondary,yes,43,yes,unknown,no
31,management,100000,single,tertiary,no,-173,yes,unknown,no
38,management,100000,married,tertiary,yes,389,yes,unknown,no
37,blue-collar,20000,married,primary,yes,215,yes,unknown,no
35,technician,60000,married,secondary,yes,-131,yes,unknown,no
31,management,100000,single,secondary,yes,783,yes,unknown,no
41,admin.,50000,married,secondary,yes,0,yes,unknown,no
46,services,70000,married,unknown,no,80,yes,unknown,no
40,services,70000,divorced,secondary,yes,105,yes,unknown,no
29,admin.,50000,married,secondary,yes,182,yes,unknown,no
49,admin.,50000,married,secondary,yes,82,yes,unknown,no
42,management,100000,married,tertiary,yes,0,yes,unknown,no
54,services,70000,married,secondary,yes,510,yes,unknown,no
40,management,100000,single,tertiary,no,242,yes,unknown,no
53,admin.,50000,married,secondary,yes,244,yes,unknown,no
49,management,100000,married,tertiary,yes,92,yes,unknown,no
40,blue-collar,20000,married,primary,yes,0,yes,unknown,yes
29,student,4000,single,secondary,yes,948,yes,unknown,no
36,blue-collar,20000,married,primary,yes,23,yes,unknown,no
37,technician,60000,married,secondary,yes,710,yes,unknown,no
39,services,70000,married,secondary,yes,1205,yes,unknown,no
36,technician,60000,married,secondary,yes,368,yes,unknown,no
44,entrepreneur,120000,married,tertiary,yes,1631,yes,unknown,no
40,admin.,50000,married,secondary,yes,6,yes,unknown,no
49,blue-collar,20000,married,secondary,yes,26,yes,unknown,no
30,technician,60000,single,unknown,no,-48,yes,unknown,no
57,management,100000,married,tertiary,yes,2142,yes,unknown,no
24,services,70000,single,secondary,yes,77,yes,unknown,no
46,blue-collar,20000,married,unknown,no,401,yes,unknown,no
33,admin.,50000,married,secondary,yes,21,no,unknown,no
43,services,70000,divorced,secondary,yes,0,yes,unknown,no
43,admin.,50000,single,secondary,yes,-497,yes,unknown,no
40,blue-collar,20000,divorced,primary,yes,369,no,unknown,no
44,technician,60000,single,unknown,no,78,yes,unknown,no
35,technician,60000,single,tertiary,no,226,yes,unknown,no
47,technician,60000,married,secondary,yes,503,yes,unknown,no
33,blue-collar,20000,married,secondary,yes,372,yes,unknown,no
31,admin.,50000,married,secondary,yes,0,yes,unknown,no
40,blue-collar,20000,divorced,secondary,yes,0,yes,unknown,no
36,entrepreneur,120000,married,tertiary,yes,125,yes,unknown,no
56,retired,55000,divorced,primary,yes,4,yes,unknown,no
40,admin.,50000,single,unknown,no,419,yes,unknown,no
41,admin.,50000,divorced,secondary,yes,322,yes,unknown,no
53,retired,55000,married,secondary,yes,303,yes,unknown,no
39,blue-collar,20000,married,secondary,yes,607,yes,unknown,no
44,blue-collar,20000,divorced,secondary,yes,579,yes,unknown,no
38,admin.,50000,married,secondary,yes,3047,yes,unknown,no
54,technician,60000,divorced,secondary,yes,83,yes,unknown,no
58,management,100000,married,tertiary,yes,68,yes,unknown,no
52,blue-collar,20000,married,primary,yes,58,yes,unknown,no
28,admin.,50000,single,secondary,yes,251,yes,unknown,no
36,blue-collar,20000,married,secondary,yes,688,yes,unknown,no
60,retired,55000,married,primary,yes,364,yes,unknown,no
42,services,70000,divorced,secondary,yes,55,yes,unknown,no
42,admin.,50000,married,secondary,yes,101,yes,unknown,no
44,management,100000,married,tertiary,yes,105,yes,unknown,no
51,blue-collar,20000,divorced,primary,yes,325,yes,unknown,no
49,blue-collar,20000,married,primary,yes,198,yes,unknown,no
47,entrepreneur,120000,married,unknown,no,209,yes,unknown,no
37,blue-collar,20000,married,secondary,yes,183,yes,unknown,no
34,management,100000,married,tertiary,yes,105,yes,unknown,no
35,services,70000,married,secondary,yes,109,yes,unknown,no
35,blue-collar,20000,single,secondary,yes,376,yes,unknown,no
40,blue-collar,20000,married,primary,yes,-7,yes,unknown,no
55,technician,60000,married,secondary,yes,0,no,unknown,no
55,retired,55000,married,secondary,yes,143,yes,unknown,no
35,management,100000,single,tertiary,no,550,yes,unknown,no
57,blue-collar,20000,married,primary,yes,162,yes,unknown,no
53,management,100000,married,tertiary,yes,115,yes,unknown,no
41,blue-collar,20000,married,primary,yes,512,yes,unknown,no
57,blue-collar,20000,married,unknown,no,807,yes,unknown,no
45,blue-collar,20000,married,unknown,no,248,yes,unknown,no
43,blue-collar,20000,married,primary,yes,1211,yes,unknown,no
56,self-employed,60000,married,unknown,no,7,no,unknown,no
31,entrepreneur,120000,married,tertiary,yes,281,yes,unknown,no
37,blue-collar,20000,single,secondary,yes,88,yes,unknown,no
